46168:
 num     #instances         #bytes  class name (module)
13670:             1             40  com.intellij.openapi.wm.impl.headertoolbar.ProjectToolbarWidgetAction
13671:             1             40  com.intellij.openapi.wm.impl.status.AutoShowProcessPopupAction
13672:             1             40  com.intellij.openapi.wm.impl.status.IdeStatusBarImplKt$createComponentByWidgetPresentation$1
13673:             1             40  com.intellij.openapi.wm.impl.status.IdeStatusBarImplKt$createComponentByWidgetPresentation$1$1
13674:             1             40  com.intellij.openapi.wm.impl.status.IdeStatusBarImplKt$createComponentByWidgetPresentation$2
13675:             1             40  com.intellij.openapi.wm.impl.status.IdeStatusBarImplKt$createComponentByWidgetPresentation$2$1
13676:             1             40  com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$3
13677:             1             40  com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$3$1
13678:             1             40  com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$4
13679:             1             40  com.intellij.openapi.wm.impl.status.InfoAndProgressPanel$5
13680:             1             40  com.intellij.openapi.wm.impl.status.PositionPanel$text$1
13681:             1             40  com.intellij.openapi.wm.impl.status.PositionPanel$text$2
13682:             1             40  com.intellij.openapi.wm.impl.status.PositionPanel$text$3
13683:             1             40  com.intellij.openapi.wm.impl.status.PositionPanel$text$4
13684:             1             40  com.intellij.openapi.wm.impl.status.ShowProcessWindowAction
13685:             1             40  com.intellij.openapi.wm.impl.status.StatusTextModeAction
13686:             1             40  com.intellij.openapi.wm.impl.status.ToggleReadOnlyAttributePanel$createFileFlow$1
13687:             1             40  com.intellij.openapi.wm.impl.status.ToggleReadOnlyAttributePanel$createFileFlow$2
13688:             1             40  com.intellij.openapi.wm.impl.status.ToggleReadOnlyAttributePanel$icon$1
13689:             1             40  com.intellij.openapi.wm.impl.tabInEditor.ToolWindowTabInEditorAction
13690:             1             40  com.intellij.openapi.wm.impl.welcomeScreen.ActionGroupPanelWrapper$$Lambda/0x00000098040cb618
13691:             1             40  com.intellij.openapi.wm.impl.welcomeScreen.ProjectFromVersionControlAction
13692:             1             40  com.intellij.openapi.wm.impl.welcomeScreen.projectActions.RemoveSelectedProjectsAction
13693:             1             40  com.intellij.openapi.wm.impl.welcomeScreen.recentProjects.RecentProjectFilteringTree$ProjectActionRenderer
13694:             1             40  com.intellij.packageChecker.actions.AnalyzeVulnerableDependencies
13695:             1             40  com.intellij.platform.AttachProjectAction
13696:             1             40  com.intellij.platform.debugger.impl.backend.BackendXDebuggerManagerApi$currentSession$2
13697:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXBreakpointManager$initializeBreakpoints$1
13698:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDebuggerManager$2
13699:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDebuggerManager$currentSession$1$1$1
13700:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDebuggerManager$currentSession$1$2$1
13701:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDebuggerManager$initSessions$1
13702:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDebuggerManager$initSessions$1$2$1
13703:             1             40  com.intellij.platform.debugger.impl.frontend.FrontendXDependentBreakpointManagerProxy$1
13704:             1             40  com.intellij.platform.debugger.impl.frontend.editor.XDebuggerLineChangeHandler$1
13705:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.FrontendHotSwapManager$frontendStatusFlow$1$1
13706:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.FrontendHotSwapManager$frontendStatusFlow$1$1$1$1
13707:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.HideAction
13708:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.HotSwapFloatingToolbarProvider
13709:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.HotSwapModifiedFilesAction
13710:             1             40  com.intellij.platform.debugger.impl.frontend.hotswap.HotSwapWithRebuildAction
13711:             1             40  com.intellij.platform.diagnostic.telemetry.exporters.BatchSpanProcessor
13712:             1             40  com.intellij.platform.diagnostic.telemetry.exporters.BatchSpanProcessor$1$1$3
13713:             1             40  com.intellij.platform.diagnostic.telemetry.impl.helpers.ReentrantReadWriteLockUsageMonitor
13714:             1             40  com.intellij.platform.eel.impl.local.LocalEelPosixProcess
13715:             1             40  com.intellij.platform.eel.impl.local.LocalEelPosixProcess$exitCode$1
13716:             1             40  com.intellij.platform.eel.impl.local.LocalPosixEelApiImpl
13717:             1             40  com.intellij.platform.execution.dashboard.actions.DebugAction
13718:             1             40  com.intellij.platform.execution.dashboard.actions.RunAction
13719:             1             40  com.intellij.platform.execution.dashboard.actions.UngroupConfigurationsActions
13720:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardLuxHolder$subscribeToRunToolwindowUpdates$1
13721:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendConfigurationTypesUpdates$1
13722:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendCustomizationsUpdates$1
13723:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendExcludedConfigurationUpdates$1
13724:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendServicesUpdates$1
13725:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendSettingsUpdates$1
13726:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.FrontendRunDashboardManager$subscribeToBackendStatusesUpdates$1
13727:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$2
13728:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$3
13729:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$4
13730:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$5
13731:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$6
13732:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$7
13733:             1             40  com.intellij.platform.execution.dashboard.splitApi.frontend.RunDashboardServiceSynchronizer$execute$9
13734:             1             40  com.intellij.platform.execution.serviceView.ServiceViewActionProvider$2
13735:             1             40  com.intellij.platform.feedback.eap.EAPFeedbackToolbarAction
13736:             1             40  com.intellij.platform.feedback.impl.statistics.FeedbackSurveysStateCollector
13737:             1             40  com.intellij.platform.ide.bootstrap.StartupUtil$startApplication$5
13738:             1             40  com.intellij.platform.ide.diagnostic.startUpPerformanceReporter.IdeStartUpPerformanceService
13739:             1             40  com.intellij.platform.ide.impl.presentationAssistant.TogglePresentationAssistantAction
13740:             1             40  com.intellij.platform.ide.menu.IdeMenuBarHelper$4
13741:             1             40  com.intellij.platform.ide.menu.IdeMenuBarHelper$4$1
13742:             1             40  com.intellij.platform.ide.nonModalWelcomeScreen.actions.OpenWelcomeScreenAction
13743:             1             40  com.intellij.platform.ide.nonModalWelcomeScreen.actions.WelcomeScreenAwareCloseProjectAction
13744:             1             40  com.intellij.platform.lsp.impl.intention.LspIntentionActionService
13745:             1             40  com.intellij.platform.navbar.frontend.actions.NavBarActions$Down
13746:             1             40  com.intellij.platform.navbar.frontend.actions.NavBarActions$Enter
13747:             1             40  com.intellij.platform.navbar.frontend.actions.NavBarActions$Left
13748:             1             40  com.intellij.platform.navbar.frontend.actions.NavBarActions$Right
13749:             1             40  com.intellij.platform.navbar.frontend.actions.NavBarActions$Up
13750:             1             40  com.intellij.platform.navbar.frontend.actions.ShowNavBarAction
13751:             1             40  com.intellij.platform.navbar.frontend.ui.NewNavBarPanel$2
13752:             1             40  com.intellij.platform.navbar.frontend.ui.NewNavBarPanel$handleSelection$2
13753:             1             40  com.intellij.platform.navbar.frontend.ui.StaticNavBarPanel$handleVm$1
